order_id,order_date,customer_id,region,product,channel,quantity,discount_pct,unit_price,revenue
12927,2024-01-05,40688,Praha,Mouse,Partner,5,0.1,800,3600.0
12928,2025-03-19,6095,Plzeň,Monitor,Online,3,0.0,7000,21000.0
12929,2024-12-17,4836,Plzeň,Monitor,Partner,3,0.1,7000,18900.0
12930,2025-06-16,6645,Ostrava,Headphones,Online,5,0.0,2500,12500.0
12931,2025-10-25,46157,Ostrava,Laptop,Partner,1,0.0,25000,25000.0
12932,2025-10-01,1186,Brno,Keyboard,Partner,3,0.05,1500,4275.0
12933,2024-05-03,8609,Brno,Laptop,Partner,3,0.15,25000,63750.0
12934,2025-10-19,41740,Ostrava,Laptop,Online,1,0.1,25000,22500.0
12935,2024-10-03,38550,Olomouc,Monitor,Online,1,0.15,7000,5950.0
12936,2025-01-28,26269,Olomouc,Keyboard,Store,3,0.05,1500,4275.0
12937,2025-10-25,46142,Olomouc,Keyboard,Partner,5,0.05,1500,7125.0
12938,2024-12-25,3448,Brno,Mouse,Online,5,0.05,800,3800.0
12939,2025-09-14,1249,Olomouc,Monitor,Online,4,0.0,7000,28000.0
12940,2025-04-13,1090,Ostrava,Monitor,Online,2,0.1,7000,12600.0
12941,2025-09-19,8955,Ostrava,Monitor,Partner,5,0.0,7000,35000.0
12942,2025-11-30,22108,Ostrava,Monitor,Store,4,0.0,7000,28000.0
12943,2024-02-26,11045,Olomouc,Monitor,Online,5,0.05,7000,33250.0
12944,2024-09-07,9585,Brno,Mouse,Partner,2,0.0,800,1600.0
12945,2024-05-29,12626,Ostrava,Headphones,Store,4,0.05,2500,9500.0
12946,2025-03-27,16937,Olomouc,Monitor,Online,3,0.0,7000,21000.0
12947,2024-06-10,49230,Brno,Keyboard,Partner,1,0.1,1500,1350.0
12948,2024-04-29,5278,Ostrava,Keyboard,Store,1,0.15,1500,1275.0
12949,2025-08-04,36264,Praha,Laptop,Partner,2,0.0,25000,50000.0
12950,2024-12-16,34949,Ostrava,Monitor,Partner,4,0.15,7000,23800.0
12951,2024-04-08,14503,Plzeň,Laptop,Partner,3,0.05,25000,71250.0
12952,2024-06-15,39246,Plzeň,Monitor,Online,4,0.1,7000,25200.0
12953,2025-10-24,16850,Olomouc,Keyboard,Online,1,0.05,1500,1425.0
12954,2025-05-28,38999,Ostrava,Laptop,Online,5,0.15,25000,106250.0
12955,2025-10-25,2061,Ostrava,Monitor,Online,2,0.1,7000,12600.0
12956,2025-02-04,37073,Plzeň,Laptop,Store,2,0.1,25000,45000.0
12957,2024-12-30,20645,Olomouc,Laptop,Partner,5,0.1,25000,112500.0
12958,2025-07-30,36972,Olomouc,Keyboard,Store,5,0.05,1500,7125.0
12959,2024-11-21,21271,Ostrava,Laptop,Online,2,0.1,25000,45000.0
12960,2025-08-03,47059,Ostrava,Keyboard,Online,2,0.05,1500,2850.0
12961,2025-09-24,45390,Olomouc,Monitor,Store,2,0.0,7000,14000.0
12962,2025-09-12,18430,Olomouc,Mouse,Partner,5,0.1,800,3600.0
12963,2024-09-03,15300,Olomouc,Headphones,Online,2,0.15,2500,4250.0
12964,2025-03-09,9511,Olomouc,Monitor,Partner,4,0.05,7000,26600.0
12965,2024-04-02,31252,Plzeň,Laptop,Store,1,0.0,25000,25000.0
12966,2024-09-24,2596,Plzeň,Keyboard,Partner,5,0.0,1500,7500.0
12967,2025-09-06,17111,Plzeň,Headphones,Store,1,0.15,2500,2125.0
12968,2025-09-15,29487,Ostrava,Headphones,Online,4,0.1,2500,9000.0
12969,2024-11-16,1495,Brno,Monitor,Store,4,0.1,7000,25200.0
12970,2024-03-02,21244,Ostrava,Laptop,Store,1,0.05,25000,23750.0
12971,2024-10-26,17614,Brno,Headphones,Store,1,0.15,2500,2125.0
12972,2025-02-06,15751,Brno,Laptop,Store,2,0.1,25000,45000.0
12973,2025-10-09,31261,Ostrava,Laptop,Partner,4,0.1,25000,90000.0
12974,2025-07-20,45066,Plzeň,Keyboard,Store,5,0.0,1500,7500.0
12975,2025-09-11,21953,Praha,Monitor,Store,1,0.05,7000,6650.0
12976,2024-10-29,35794,Plzeň,Mouse,Partner,5,0.05,800,3800.0
12977,2024-09-09,9399,Olomouc,Mouse,Partner,4,0.0,800,3200.0
12978,2025-04-22,26513,Olomouc,Laptop,Store,2,0.15,25000,42500.0
12979,2025-01-03,1133,Plzeň,Monitor,Store,2,0.15,7000,11900.0
12980,2025-11-09,13128,Praha,Headphones,Store,1,0.0,2500,2500.0
12981,2024-06-08,38006,Praha,Keyboard,Store,1,0.15,1500,1275.0
12982,2024-06-14,43816,Plzeň,Keyboard,Partner,1,0.0,1500,1500.0
12983,2024-07-23,18078,Brno,Laptop,Partner,1,0.1,25000,22500.0
12984,2024-09-23,48136,Ostrava,Monitor,Partner,5,0.05,7000,33250.0
12985,2024-05-17,30662,Ostrava,Keyboard,Store,5,0.0,1500,7500.0
12986,2025-01-02,17689,Olomouc,Monitor,Online,5,0.15,7000,29750.0
12987,2025-03-18,38044,Olomouc,Keyboard,Store,1,0.0,1500,1500.0
12988,2025-07-20,16045,Ostrava,Mouse,Partner,2,0.05,800,1520.0
12989,2025-12-21,10520,Brno,Monitor,Online,1,0.15,7000,5950.0
12990,2024-01-17,9516,Ostrava,Monitor,Partner,1,0.0,7000,7000.0
12991,2024-03-08,15600,Ostrava,Mouse,Online,1,0.15,800,680.0
12992,2024-05-12,3425,Ostrava,Mouse,Store,1,0.1,800,720.0
12993,2025-11-30,42447,Olomouc,Keyboard,Store,1,0.1,1500,1350.0
12994,2025-03-05,17791,Brno,Mouse,Store,1,0.1,800,720.0
12995,2024-11-03,17726,Brno,Laptop,Online,3,0.1,25000,67500.0
12996,2025-10-11,24430,Brno,Headphones,Partner,5,0.05,2500,11875.0
12997,2024-06-22,2203,Plzeň,Mouse,Store,5,0.0,800,4000.0
12998,2025-02-15,6007,Plzeň,Headphones,Partner,2,0.15,2500,4250.0
12999,2024-04-06,12250,Plzeň,Mouse,Online,2,0.05,800,1520.0
13000,2025-11-13,1295,Plzeň,Mouse,Store,4,0.05,800,3040.0
13001,2024-06-02,6259,Brno,Monitor,Partner,5,0.15,7000,29750.0
13002,2025-11-25,11277,Olomouc,Monitor,Store,5,0.15,7000,29750.0
13003,2024-08-29,41641,Olomouc,Headphones,Partner,1,0.0,2500,2500.0
13004,2024-10-30,42018,Plzeň,Laptop,Partner,4,0.1,25000,90000.0
13005,2024-10-11,1952,Brno,Monitor,Online,5,0.05,7000,33250.0
13006,2024-01-27,13253,Ostrava,Monitor,Partner,3,0.0,7000,21000.0
13007,2025-02-05,49726,Olomouc,Laptop,Online,2,0.1,25000,45000.0
13008,2024-12-25,35933,Plzeň,Keyboard,Online,1,0.05,1500,1425.0
13009,2024-02-29,17256,Brno,Mouse,Store,3,0.15,800,2040.0
13010,2024-07-20,3573,Ostrava,Mouse,Store,4,0.05,800,3040.0
13011,2025-08-03,11251,Brno,Monitor,Online,1,0.15,7000,5950.0
13012,2025-01-04,15589,Praha,Mouse,Partner,3,0.0,800,2400.0
13013,2025-06-16,32135,Praha,Monitor,Store,4,0.0,7000,28000.0
13014,2024-05-31,12791,Praha,Laptop,Partner,5,0.1,25000,112500.0
13015,2024-04-11,7510,Ostrava,Monitor,Store,4,0.05,7000,26600.0
13016,2025-08-29,3872,Ostrava,Monitor,Partner,5,0.05,7000,33250.0
13017,2025-03-21,46810,Praha,Monitor,Partner,1,0.05,7000,6650.0
13018,2024-08-16,37434,Plzeň,Headphones,Store,1,0.0,2500,2500.0
13019,2024-05-04,42886,Olomouc,Laptop,Partner,5,0.15,25000,106250.0
13020,2024-08-23,1562,Plzeň,Headphones,Online,3,0.0,2500,7500.0
13021,2024-06-10,48905,Brno,Laptop,Store,3,0.0,25000,75000.0
13022,2025-07-07,35046,Brno,Laptop,Online,5,0.1,25000,112500.0
13023,2024-12-18,36931,Olomouc,Laptop,Store,5,0.0,25000,125000.0
13024,2024-03-08,27537,Praha,Headphones,Partner,1,0.05,2500,2375.0
13025,2024-06-21,28074,Plzeň,Laptop,Partner,5,0.15,25000,106250.0
13026,2025-09-28,25075,Brno,Headphones,Store,4,0.1,2500,9000.0
13027,2025-11-12,33626,Olomouc,Keyboard,Partner,3,0.15,1500,3825.0
13028,2025-07-12,49959,Plzeň,Headphones,Store,3,0.05,2500,7125.0
13029,2024-09-17,41548,Ostrava,Monitor,Partner,3,0.05,7000,19950.0
13030,2024-08-04,46343,Praha,Monitor,Store,3,0.05,7000,19950.0
13031,2024-05-03,46243,Olomouc,Headphones,Partner,5,0.05,2500,11875.0
13032,2024-06-10,15884,Plzeň,Monitor,Store,4,0.1,7000,25200.0
13033,2024-07-19,11449,Olomouc,Laptop,Store,3,0.05,25000,71250.0
13034,2025-03-29,32314,Praha,Mouse,Partner,4,0.0,800,3200.0
13035,2025-02-05,34093,Brno,Headphones,Partner,1,0.05,2500,2375.0
13036,2025-04-06,4460,Brno,Laptop,Online,5,0.05,25000,118750.0
13037,2024-10-01,19867,Brno,Monitor,Store,4,0.05,7000,26600.0
13038,2024-07-24,12728,Plzeň,Mouse,Store,2,0.1,800,1440.0
13039,2024-02-09,35553,Brno,Headphones,Online,5,0.0,2500,12500.0
13040,2024-09-29,7357,Brno,Keyboard,Online,5,0.0,1500,7500.0
13041,2025-11-30,4903,Praha,Keyboard,Online,5,0.05,1500,7125.0
13042,2024-04-02,24529,Plzeň,Headphones,Store,2,0.15,2500,4250.0
13043,2024-02-11,47621,Plzeň,Headphones,Partner,3,0.0,2500,7500.0
13044,2025-04-09,7263,Plzeň,Monitor,Store,4,0.05,7000,26600.0
13045,2025-01-13,36837,Ostrava,Headphones,Online,5,0.0,2500,12500.0
13046,2024-04-16,45658,Olomouc,Keyboard,Store,3,0.15,1500,3825.0
13047,2024-11-23,31233,Praha,Keyboard,Online,1,0.05,1500,1425.0
13048,2024-03-05,23776,Olomouc,Laptop,Store,1,0.0,25000,25000.0
13049,2024-12-30,47363,Praha,Headphones,Online,1,0.05,2500,2375.0
13050,2025-04-28,26916,Plzeň,Mouse,Partner,5,0.1,800,3600.0
13051,2025-10-08,7177,Plzeň,Monitor,Store,3,0.0,7000,21000.0
13052,2024-01-24,32897,Ostrava,Keyboard,Partner,5,0.15,1500,6375.0
13053,2025-06-23,25007,Olomouc,Mouse,Store,1,0.0,800,800.0
13054,2024-03-02,38649,Plzeň,Mouse,Online,1,0.15,800,680.0
13055,2025-05-05,43749,Brno,Mouse,Online,4,0.0,800,3200.0
13056,2024-09-29,14249,Plzeň,Mouse,Store,3,0.05,800,2280.0
13057,2024-08-16,3110,Praha,Monitor,Partner,3,0.0,7000,21000.0
13058,2024-01-20,45527,Olomouc,Mouse,Online,4,0.0,800,3200.0
13059,2024-01-03,3553,Ostrava,Laptop,Store,1,0.0,25000,25000.0
13060,2025-02-24,9512,Brno,Keyboard,Online,5,0.1,1500,6750.0
13061,2025-12-30,32734,Olomouc,Mouse,Partner,3,0.15,800,2040.0
13062,2024-11-02,42811,Olomouc,Laptop,Online,3,0.15,25000,63750.0
13063,2025-03-07,27128,Praha,Keyboard,Online,4,0.1,1500,5400.0
13064,2024-05-15,26880,Plzeň,Monitor,Online,3,0.0,7000,21000.0
13065,2025-05-29,44831,Ostrava,Headphones,Partner,2,0.15,2500,4250.0
13066,2024-07-11,39203,Plzeň,Headphones,Store,2,0.0,2500,5000.0
13067,2025-08-07,43195,Ostrava,Keyboard,Partner,2,0.15,1500,2550.0
13068,2025-02-18,12551,Brno,Laptop,Store,2,0.1,25000,45000.0
13069,2024-04-27,21737,Ostrava,Monitor,Partner,1,0.15,7000,5950.0
13070,2025-10-27,47037,Olomouc,Laptop,Store,5,0.0,25000,125000.0
13071,2024-07-27,21572,Brno,Laptop,Online,1,0.1,25000,22500.0
13072,2024-02-03,32629,Praha,Mouse,Store,2,0.0,800,1600.0
13073,2025-10-10,33179,Plzeň,Keyboard,Partner,5,0.1,1500,6750.0
13074,2024-11-13,12661,Ostrava,Keyboard,Online,5,0.1,1500,6750.0
13075,2024-04-29,39748,Ostrava,Headphones,Store,4,0.15,2500,8500.0
13076,2025-09-18,12590,Praha,Mouse,Partner,3,0.15,800,2040.0
13077,2025-06-08,32986,Praha,Headphones,Store,3,0.15,2500,6375.0
13078,2025-08-03,37022,Ostrava,Laptop,Online,3,0.15,25000,63750.0
13079,2024-03-29,14001,Plzeň,Mouse,Store,5,0.05,800,3800.0
13080,2025-05-26,42814,Praha,Laptop,Store,3,0.0,25000,75000.0
13081,2024-02-16,18875,Olomouc,Mouse,Online,5,0.05,800,3800.0
13082,2025-11-22,11292,Olomouc,Laptop,Online,5,0.05,25000,118750.0
13083,2025-06-05,34243,Olomouc,Headphones,Online,3,0.05,2500,7125.0
13084,2024-10-10,47239,Plzeň,Keyboard,Partner,2,0.0,1500,3000.0
13085,2025-01-11,44902,Brno,Headphones,Store,1,0.05,2500,2375.0
13086,2025-09-29,35795,Plzeň,Keyboard,Store,3,0.15,1500,3825.0
13087,2024-05-13,8896,Ostrava,Laptop,Store,3,0.15,25000,63750.0
13088,2025-10-28,2398,Brno,Keyboard,Store,1,0.1,1500,1350.0
13089,2024-09-04,40919,Praha,Laptop,Store,3,0.0,25000,75000.0
13090,2025-10-13,2828,Brno,Headphones,Online,5,0.15,2500,10625.0
13091,2024-11-13,45772,Brno,Mouse,Store,4,0.15,800,2720.0
13092,2025-03-11,18716,Olomouc,Laptop,Store,3,0.0,25000,75000.0
13093,2024-06-24,3288,Brno,Monitor,Partner,3,0.05,7000,19950.0
13094,2025-11-16,40926,Ostrava,Headphones,Store,5,0.0,2500,12500.0
13095,2025-08-08,34985,Plzeň,Laptop,Partner,3,0.1,25000,67500.0
13096,2024-12-16,38187,Olomouc,Headphones,Partner,2,0.05,2500,4750.0
13097,2024-05-22,13936,Olomouc,Keyboard,Partner,5,0.15,1500,6375.0
13098,2025-02-01,25480,Ostrava,Monitor,Partner,4,0.0,7000,28000.0
13099,2025-09-15,27062,Praha,Monitor,Online,3,0.1,7000,18900.0
13100,2025-12-18,5551,Olomouc,Laptop,Partner,1,0.15,25000,21250.0
13101,2025-10-04,9938,Olomouc,Headphones,Online,3,0.0,2500,7500.0
13102,2025-01-03,15891,Ostrava,Laptop,Store,2,0.1,25000,45000.0
13103,2025-05-15,21468,Olomouc,Monitor,Online,1,0.1,7000,6300.0
13104,2025-09-13,21352,Brno,Laptop,Partner,5,0.1,25000,112500.0
13105,2025-01-04,46617,Brno,Laptop,Partner,2,0.15,25000,42500.0
13106,2025-08-01,41062,Praha,Headphones,Online,3,0.15,2500,6375.0
13107,2025-01-16,17096,Praha,Headphones,Online,4,0.0,2500,10000.0
13108,2024-03-26,47254,Ostrava,Laptop,Online,3,0.15,25000,63750.0
13109,2025-04-04,26718,Plzeň,Headphones,Online,2,0.1,2500,4500.0
13110,2024-11-20,46764,Ostrava,Keyboard,Store,3,0.15,1500,3825.0
13111,2025-06-05,39164,Ostrava,Headphones,Partner,5,0.05,2500,11875.0
13112,2025-05-03,29765,Plzeň,Monitor,Partner,3,0.1,7000,18900.0
13113,2025-01-31,41896,Olomouc,Laptop,Online,5,0.1,25000,112500.0
13114,2024-12-20,16402,Praha,Monitor,Partner,2,0.15,7000,11900.0
13115,2024-10-14,49653,Brno,Keyboard,Store,3,0.15,1500,3825.0
13116,2025-04-03,43634,Praha,Headphones,Store,4,0.1,2500,9000.0
13117,2025-09-15,25143,Praha,Mouse,Partner,5,0.1,800,3600.0
13118,2025-06-19,3616,Plzeň,Laptop,Partner,2,0.05,25000,47500.0
13119,2024-10-17,1530,Brno,Headphones,Store,1,0.1,2500,2250.0
13120,2024-06-16,47168,Praha,Laptop,Store,3,0.05,25000,71250.0
13121,2025-09-12,36445,Praha,Mouse,Partner,2,0.05,800,1520.0
13122,2025-03-03,41805,Ostrava,Laptop,Store,3,0.1,25000,67500.0
13123,2025-12-02,31232,Ostrava,Keyboard,Online,2,0.0,1500,3000.0
13124,2025-05-04,42115,Plzeň,Monitor,Online,4,0.15,7000,23800.0
13125,2024-12-20,23503,Plzeň,Monitor,Online,2,0.15,7000,11900.0
13126,2024-07-14,47496,Praha,Headphones,Online,1,0.1,2500,2250.0
13127,2025-06-28,1803,Ostrava,Laptop,Store,4,0.15,25000,85000.0
13128,2025-12-17,47959,Praha,Mouse,Partner,1,0.0,800,800.0
13129,2025-11-24,15848,Praha,Keyboard,Partner,1,0.1,1500,1350.0
13130,2025-10-20,49997,Ostrava,Monitor,Online,5,0.15,7000,29750.0
13131,2024-01-11,35664,Praha,Headphones,Store,4,0.1,2500,9000.0
13132,2025-08-04,37534,Praha,Mouse,Partner,4,0.0,800,3200.0
13133,2024-09-12,32888,Brno,Monitor,Store,5,0.1,7000,31500.0
13134,2025-01-30,23903,Plzeň,Headphones,Store,2,0.0,2500,5000.0
13135,2025-12-31,6501,Praha,Monitor,Online,4,0.0,7000,28000.0
13136,2025-02-12,9855,Praha,Mouse,Online,4,0.1,800,2880.0
13137,2024-12-27,24540,Praha,Mouse,Online,2,0.05,800,1520.0
13138,2024-09-15,4120,Brno,Laptop,Online,2,0.15,25000,42500.0
13139,2024-01-03,12581,Brno,Laptop,Online,2,0.05,25000,47500.0
13140,2024-03-24,23536,Brno,Mouse,Store,1,0.0,800,800.0
13141,2024-06-04,17064,Brno,Monitor,Online,4,0.0,7000,28000.0
13142,2025-10-24,17838,Olomouc,Headphones,Online,3,0.0,2500,7500.0
13143,2024-06-24,8979,Praha,Keyboard,Store,5,0.1,1500,6750.0
13144,2025-12-07,10513,Olomouc,Laptop,Store,3,0.05,25000,71250.0
13145,2025-04-16,10673,Brno,Keyboard,Online,5,0.1,1500,6750.0
13146,2025-09-10,38395,Ostrava,Mouse,Online,5,0.15,800,3400.0
13147,2025-02-27,46884,Brno,Mouse,Online,4,0.05,800,3040.0
13148,2024-05-13,37100,Ostrava,Monitor,Online,1,0.1,7000,6300.0
13149,2025-01-14,32111,Plzeň,Mouse,Partner,1,0.0,800,800.0
13150,2025-10-28,12297,Praha,Monitor,Online,4,0.0,7000,28000.0
13151,2024-10-03,30471,Olomouc,Monitor,Store,3,0.0,7000,21000.0
13152,2024-08-23,40109,Ostrava,Keyboard,Store,5,0.05,1500,7125.0
13153,2024-01-13,37713,Olomouc,Laptop,Store,5,0.05,25000,118750.0
13154,2024-12-07,18301,Ostrava,Keyboard,Online,1,0.15,1500,1275.0
13155,2024-02-04,35503,Ostrava,Mouse,Online,1,0.0,800,800.0
13156,2025-07-12,33738,Plzeň,Monitor,Partner,2,0.15,7000,11900.0
13157,2024-08-01,9974,Plzeň,Laptop,Partner,4,0.1,25000,90000.0
13158,2025-02-15,31311,Brno,Headphones,Store,4,0.0,2500,10000.0
13159,2025-02-08,46141,Plzeň,Monitor,Online,2,0.05,7000,13300.0
13160,2025-05-08,48782,Praha,Laptop,Partner,4,0.0,25000,100000.0
13161,2025-10-19,31620,Ostrava,Headphones,Online,3,0.1,2500,6750.0
13162,2024-06-07,45950,Ostrava,Keyboard,Partner,5,0.1,1500,6750.0
13163,2025-09-28,31037,Praha,Monitor,Store,2,0.0,7000,14000.0
13164,2024-04-19,17002,Brno,Headphones,Online,4,0.0,2500,10000.0
13165,2025-07-02,38256,Praha,Keyboard,Online,2,0.05,1500,2850.0
13166,2025-06-09,44774,Brno,Mouse,Partner,3,0.15,800,2040.0
13167,2024-12-12,24668,Ostrava,Headphones,Online,5,0.1,2500,11250.0
13168,2025-09-27,8579,Brno,Monitor,Partner,3,0.1,7000,18900.0
13169,2024-10-05,22527,Ostrava,Headphones,Store,4,0.05,2500,9500.0
13170,2025-04-23,43015,Ostrava,Laptop,Online,5,0.05,25000,118750.0
13171,2024-04-20,30655,Brno,Keyboard,Store,5,0.15,1500,6375.0
13172,2025-09-27,43105,Ostrava,Monitor,Partner,4,0.0,7000,28000.0
13173,2025-03-06,19630,Brno,Monitor,Partner,5,0.1,7000,31500.0
13174,2025-06-25,9468,Brno,Laptop,Store,5,0.05,25000,118750.0
13175,2024-04-24,20328,Praha,Headphones,Store,4,0.1,2500,9000.0
13176,2024-03-30,17229,Brno,Keyboard,Online,1,0.1,1500,1350.0
13177,2024-07-30,18397,Brno,Mouse,Store,2,0.0,800,1600.0
13178,2025-07-03,11521,Olomouc,Laptop,Partner,1,0.1,25000,22500.0
13179,2025-08-17,34055,Plzeň,Laptop,Online,3,0.0,25000,75000.0
13180,2025-06-22,43554,Brno,Headphones,Partner,4,0.15,2500,8500.0
13181,2025-12-29,10805,Plzeň,Headphones,Store,5,0.05,2500,11875.0
13182,2024-12-25,36292,Brno,Headphones,Partner,4,0.15,2500,8500.0
13183,2025-04-30,6447,Brno,Mouse,Online,5,0.1,800,3600.0
13184,2025-01-06,38327,Brno,Monitor,Partner,2,0.0,7000,14000.0
13185,2024-08-02,45120,Brno,Laptop,Store,2,0.0,25000,50000.0
13186,2024-01-15,26982,Ostrava,Mouse,Store,3,0.1,800,2160.0
13187,2024-09-15,7766,Plzeň,Keyboard,Store,2,0.0,1500,3000.0
13188,2025-04-07,49912,Ostrava,Headphones,Store,5,0.1,2500,11250.0
13189,2024-04-29,34601,Ostrava,Keyboard,Partner,1,0.1,1500,1350.0
13190,2024-05-07,13166,Praha,Monitor,Store,3,0.1,7000,18900.0
13191,2025-12-23,41238,Plzeň,Mouse,Online,4,0.1,800,2880.0
13192,2025-06-06,46276,Praha,Monitor,Online,4,0.0,7000,28000.0
13193,2025-11-18,33322,Olomouc,Keyboard,Store,5,0.15,1500,6375.0
13194,2025-10-06,27851,Plzeň,Monitor,Partner,5,0.1,7000,31500.0
13195,2024-11-20,30645,Olomouc,Laptop,Online,4,0.05,25000,95000.0
13196,2024-11-15,13648,Brno,Mouse,Store,2,0.15,800,1360.0
13197,2025-05-20,5919,Ostrava,Keyboard,Partner,2,0.15,1500,2550.0
13198,2025-06-09,21287,Olomouc,Keyboard,Partner,5,0.15,1500,6375.0
13199,2024-02-19,26784,Olomouc,Laptop,Online,3,0.1,25000,67500.0
13200,2025-08-06,37872,Plzeň,Mouse,Online,2,0.0,800,1600.0
13201,2024-03-09,40471,Plzeň,Laptop,Partner,4,0.15,25000,85000.0
13202,2025-01-25,45744,Ostrava,Headphones,Partner,4,0.15,2500,8500.0
13203,2025-01-17,3238,Brno,Keyboard,Partner,1,0.0,1500,1500.0
13204,2024-01-16,34183,Plzeň,Keyboard,Store,2,0.05,1500,2850.0
13205,2025-03-14,7026,Plzeň,Headphones,Partner,4,0.0,2500,10000.0
13206,2025-07-21,44645,Ostrava,Laptop,Online,4,0.05,25000,95000.0
13207,2025-09-08,15698,Brno,Keyboard,Partner,2,0.0,1500,3000.0
13208,2024-05-11,31572,Brno,Monitor,Partner,2,0.1,7000,12600.0
13209,2025-07-13,2006,Olomouc,Monitor,Online,5,0.15,7000,29750.0
13210,2024-09-04,14709,Plzeň,Mouse,Store,1,0.15,800,680.0
13211,2024-09-29,48573,Ostrava,Headphones,Store,3,0.0,2500,7500.0
13212,2025-09-14,31428,Praha,Laptop,Online,1,0.1,25000,22500.0
13213,2024-12-14,11282,Ostrava,Keyboard,Store,1,0.05,1500,1425.0
13214,2025-04-28,35293,Brno,Keyboard,Online,4,0.1,1500,5400.0
13215,2025-07-03,11000,Ostrava,Laptop,Store,1,0.05,25000,23750.0
13216,2024-12-22,13061,Ostrava,Headphones,Partner,5,0.15,2500,10625.0
13217,2024-11-13,32526,Ostrava,Keyboard,Online,4,0.05,1500,5700.0
13218,2025-09-24,39143,Brno,Monitor,Online,2,0.0,7000,14000.0
13219,2024-02-17,1700,Praha,Laptop,Store,5,0.1,25000,112500.0
13220,2024-01-10,13208,Brno,Monitor,Partner,2,0.1,7000,12600.0
13221,2024-08-20,21467,Olomouc,Headphones,Online,4,0.15,2500,8500.0
13222,2024-02-05,16018,Ostrava,Mouse,Partner,3,0.1,800,2160.0
13223,2025-02-16,49955,Olomouc,Mouse,Partner,1,0.05,800,760.0
13224,2025-04-06,9420,Plzeň,Laptop,Store,5,0.0,25000,125000.0
13225,2024-01-04,39977,Praha,Monitor,Store,2,0.0,7000,14000.0
13226,2024-02-13,40239,Praha,Headphones,Online,5,0.1,2500,11250.0
13227,2025-07-21,16892,Plzeň,Laptop,Online,4,0.15,25000,85000.0
13228,2025-07-07,49963,Plzeň,Monitor,Store,3,0.05,7000,19950.0
13229,2024-09-11,18878,Olomouc,Keyboard,Online,3,0.1,1500,4050.0
13230,2024-04-23,41845,Plzeň,Monitor,Online,5,0.05,7000,33250.0
13231,2025-01-31,10414,Brno,Mouse,Online,2,0.15,800,1360.0
13232,2024-06-22,31994,Brno,Laptop,Partner,5,0.15,25000,106250.0
13233,2024-09-11,1677,Praha,Monitor,Store,4,0.0,7000,28000.0
13234,2025-04-10,49954,Ostrava,Headphones,Partner,4,0.0,2500,10000.0
13235,2024-10-03,3682,Brno,Mouse,Online,3,0.1,800,2160.0
13236,2025-04-08,27608,Ostrava,Mouse,Store,3,0.0,800,2400.0
13237,2025-05-16,33951,Praha,Monitor,Online,5,0.15,7000,29750.0
13238,2025-03-16,44141,Ostrava,Headphones,Partner,5,0.1,2500,11250.0
13239,2024-03-09,42724,Olomouc,Laptop,Partner,3,0.05,25000,71250.0
13240,2025-05-23,49116,Ostrava,Monitor,Partner,5,0.1,7000,31500.0
13241,2024-11-21,27035,Plzeň,Keyboard,Online,5,0.15,1500,6375.0
13242,2024-03-07,49868,Olomouc,Keyboard,Online,5,0.1,1500,6750.0
13243,2024-10-30,34152,Ostrava,Keyboard,Partner,5,0.05,1500,7125.0
13244,2025-04-28,45423,Ostrava,Headphones,Partner,1,0.05,2500,2375.0
13245,2025-07-01,13941,Olomouc,Headphones,Partner,2,0.15,2500,4250.0
13246,2025-02-20,40584,Ostrava,Laptop,Store,3,0.1,25000,67500.0
13247,2024-06-07,27322,Praha,Headphones,Partner,1,0.1,2500,2250.0
13248,2024-05-28,43408,Praha,Laptop,Store,5,0.15,25000,106250.0
13249,2024-01-27,10988,Praha,Monitor,Store,2,0.0,7000,14000.0
13250,2025-08-06,19528,Plzeň,Keyboard,Partner,2,0.15,1500,2550.0
13251,2024-09-04,43032,Praha,Laptop,Online,1,0.1,25000,22500.0
13252,2024-04-10,2590,Plzeň,Laptop,Store,3,0.05,25000,71250.0
13253,2025-12-02,45266,Olomouc,Mouse,Online,5,0.05,800,3800.0
13254,2024-04-05,26963,Brno,Headphones,Online,4,0.1,2500,9000.0
13255,2025-01-18,1331,Brno,Mouse,Store,4,0.05,800,3040.0
13256,2024-10-08,27963,Ostrava,Mouse,Online,5,0.1,800,3600.0
13257,2024-11-17,41778,Olomouc,Laptop,Store,5,0.0,25000,125000.0
13258,2025-01-30,47398,Olomouc,Keyboard,Online,5,0.1,1500,6750.0
13259,2024-10-04,38345,Plzeň,Monitor,Online,3,0.0,7000,21000.0
13260,2025-06-12,44422,Brno,Mouse,Store,1,0.05,800,760.0
13261,2024-09-19,24530,Brno,Monitor,Store,4,0.15,7000,23800.0
13262,2025-09-10,26992,Praha,Laptop,Online,2,0.15,25000,42500.0
13263,2025-08-02,17343,Olomouc,Keyboard,Online,4,0.15,1500,5100.0
13264,2025-10-01,4533,Plzeň,Keyboard,Store,3,0.15,1500,3825.0
13265,2024-10-19,43633,Praha,Headphones,Partner,2,0.05,2500,4750.0
13266,2024-10-20,13793,Ostrava,Laptop,Store,3,0.05,25000,71250.0
13267,2025-08-30,40400,Praha,Mouse,Partner,4,0.1,800,2880.0
13268,2025-01-29,12812,Brno,Headphones,Store,3,0.1,2500,6750.0
13269,2025-05-27,37222,Ostrava,Monitor,Partner,5,0.0,7000,35000.0
13270,2024-06-28,2759,Olomouc,Keyboard,Partner,3,0.0,1500,4500.0
